restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type
66775,f5bae8be-3102-4705-852d-d37140920e0f,17179869252,69,Dragonfly Cafe,GB,London,51.5,-0.13,2022-08-05,14.92,8.00,0.0,8.0,2,small,large
66775,9bf95014-9840-4beb-b852-29ab5db6b3a5,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,29.67,0.15,25.219500000000004,13,large,large
66775,70c9226a-43c5-4946-b0f8-e576c669e090,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,12.60,0.0,12.6,13,large,large
66775,eef8574e-bbc5-47bc-9b79-849817a70237,17179869220,37,Cafe Crepe,IT,Milan,45.46,9.19,2022-08-05,23.70,11.32,0.15,9.622,11,large,large
66775,7199f207-d14f-4dc0-8ad2-64dbfdebb527,17179869254,71,Fire and Spice,GB,London,51.5,-0.02,2022-08-05,15.32,29.58,0.15,25.143,3,small,large
66775,d797f870-6c16-44f3-9baf-c8a054a17e3f,17179869186,3,Spice Bazaar,US,Hattiesburg,31.33,-89.35,2022-08-05,25.34,11.67,0.05,11.0865,1,tiny,large
66775,f57e98b8-e017-4155-a4ff-b49bc203e748,17179869186,3,Spice Bazaar,US,Hattiesburg,31.33,-89.35,2022-08-05,25.34,26.79,0.0,26.79,1,tiny,large
66775,9f368ef6-ae2c-4881-8b0e-1587c5259513,17179869251,68,Delish Cafe,GB,London,51.5,-0.14,2022-08-05,14.84,13.78,0.0,13.78,5,small,large
66775,1f892315-47cd-47f8-b3c5-66adc9c7750d,17179869254,71,Fire and Spice,GB,London,51.5,-0.02,2022-08-05,15.32,23.88,0.0,23.88,3,small,large
66775,88e9602d-cd82-436f-b770-68679eba798e,17179869220,37,Cafe Crepe,IT,Milan,45.46,9.19,2022-08-05,23.70,13.95,0.15,11.8575,11,large,large
66775,f9b2af54-444d-46cf-924b-8fde498e4ba0,17179869220,37,Cafe Crepe,IT,Milan,45.46,9.19,2022-08-05,23.70,11.41,0.0,11.41,11,large,large
66775,526ee8db-1496-4908-a343-2a88fc172b37,17179869186,3,Spice Bazaar,US,Hattiesburg,31.33,-89.35,2022-08-05,25.34,19.91,0.0,19.91,1,tiny,large
78270,b6722a1a-d58c-454c-bebb-000e4232e3a7,180388626459,28,The Spicy Pickle,US,Cody,44.52,-109.08,2022-09-17,13.24,13.38,0.05,12.711,2,small,small
78270,784baedb-272e-4b52-91f8-ac38aa8690b7,180388626442,11,The Flaming Wok,US,Livermore,37.7,-121.77,2022-09-17,15.60,22.34,0.15,18.989,1,tiny,small
78270,702f1c87-b6af-48f7-8b49-7cfcbe64ed5d,180388626432,1,Savoria,US,Hernando,28.9,-82.43,2022-09-17,25.92,18.13,0.0,18.13,1,tiny,small
78270,426ac4ca-d615-4eb1-a807-01c7509266b3,180388626442,11,The Flaming Wok,US,Livermore,37.7,-121.77,2022-09-17,15.60,13.59,0.05,12.910499999999999,1,tiny,small
78270,1bfd8c7c-9c2e-420f-a327-0b6ecf678806,180388626432,1,Savoria,US,Hernando,28.9,-82.43,2022-09-17,25.92,4.27,0.0,4.27,1,tiny,small
78270,de6677aa-2cd4-4b35-b74d-686f73a30c03,180388626459,28,The Spicy Pickle,US,Cody,44.52,-109.08,2022-09-17,13.24,16.36,0.15,13.905999999999999,2,small,small
78270,9b37f66d-cd86-418a-adf2-fdab12862de6,180388626440,9,The Grill House,US,Max Meadows,36.94,-80.94,2022-09-17,17.81,7.18,0.15,6.103,1,tiny,small
78270,c03d1ef6-41c8-4ff6-8ce1-7907c599c3cf,180388626440,9,The Grill House,US,Max Meadows,36.94,-80.94,2022-09-17,17.81,7.52,0.05,7.143999999999999,1,tiny,small
78270,86359f67-f414-4925-9347-05760257d720,180388626442,11,The Flaming Wok,US,Livermore,37.7,-121.77,2022-09-17,15.60,24.90,0.05,23.654999999999998,1,tiny,small
78270,8b46a5d8-f23d-459d-88e7-aeabe165a95e,180388626432,1,Savoria,US,Hernando,28.9,-82.43,2022-09-17,25.92,10.04,0.15,8.533999999999999,1,tiny,small
78270,a34ed727-fcc3-4478-814c-c94f0899d43b,180388626440,9,The Grill House,US,Max Meadows,36.94,-80.94,2022-09-17,17.81,6.38,0.05,6.061,1,tiny,small
78270,e02f870e-26bb-41ba-8f3b-cdb10d14a0e8,180388626459,28,The Spicy Pickle,US,Cody,44.52,-109.08,2022-09-17,13.24,1.40,0.05,1.3299999999999998,2,small,small
78270,e518e578-8b8c-48f7-88c6-bc16ca2d7de2,180388626440,9,The Grill House,US,Max Meadows,36.94,-80.94,2022-09-17,17.81,0.91,0.1,0.8190000000000001,1,tiny,small
78270,696ff18d-c13d-4e7f-97e8-4f6206e1067d,180388626432,1,Savoria,US,Hernando,28.9,-82.43,2022-09-17,25.92,5.08,0.1,4.572,1,tiny,small
78270,ae8e4c50-b482-4402-b510-1f10d54282de,180388626440,9,The Grill House,US,Max Meadows,36.94,-80.94,2022-09-17,17.81,27.88,0.15,23.698,1,tiny,small
78270,ee9f42f7-f169-470b-9f95-bba523f66385,180388626446,15,The Pearl Kitchen,US,Stevens,40.25,-76.25,2022-09-17,19.33,4.58,0.1,4.122,1,tiny,small
78270,6e52e61a-14e5-4c6a-bb18-641f1a289fe0,180388626459,28,The Spicy Pickle,US,Cody,44.52,-109.08,2022-09-17,13.24,29.26,0.0,29.26,2,small,small
78270,c924fd81-373b-4c81-bb81-7d13cdfd2f85,180388626446,15,The Pearl Kitchen,US,Stevens,40.25,-76.25,2022-09-17,19.33,2.48,0.0,2.48,1,tiny,small
78270,03e1c03f-dd7f-4c27-b7c5-d2c1bbb6fc6f,180388626446,15,The Pearl Kitchen,US,Stevens,40.25,-76.25,2022-09-17,19.33,13.73,0.15,11.6705,1,tiny,small
78270,5c46f9e2-e9e5-4777-b4f2-e95e53f6fcf1,180388626459,28,The Spicy Pickle,US,Cody,44.52,-109.08,2022-09-17,13.24,18.09,0.05,17.1855,2,small,small
78270,e0582387-4566-4c4c-99bb-01d835390da1,180388626442,11,The Flaming Wok,US,Livermore,37.7,-121.77,2022-09-17,15.60,10.60,0.15,9.01,1,tiny,small
78270,2faab4ac-322e-4ec8-b616-ee319b0d88e0,180388626447,16,The Spice Tree,US,Portland,40.44,-84.99,2022-09-29,13.25,28.12,0.0,28.12,1,tiny,tiny
78270,82b4e668-9454-4ce0-996a-ac30c7555336,180388626447,16,The Spice Tree,US,Portland,40.44,-84.99,2022-09-29,13.25,6.61,0.15,5.6185,1,tiny,tiny
78270,fc0b3020-06c4-483e-8aab-756dfef8e008,180388626447,16,The Spice Tree,US,Portland,40.44,-84.99,2022-09-29,13.25,8.52,0.15,7.242,1,tiny,tiny
78270,6d74c61a-8a25-4159-8cdd-021a289a23c5,180388626447,16,The Spice Tree,US,Portland,40.44,-84.99,2022-09-29,13.25,0.56,0.15,0.47600000000000003,1,tiny,tiny
78270,674ad8cb-56c4-4c07-b81f-6d3f98862bbd,180388626447,16,The Spice Tree,US,Portland,40.44,-84.99,2022-09-29,13.25,5.07,0.0,5.07,1,tiny,tiny
78270,e8770737-d2b7-40dc-94d3-115221a40ce1,180388626447,16,The Spice Tree,US,Portland,40.44,-84.99,2022-09-29,13.25,21.49,0.0,21.49,1,tiny,tiny
